team_code,team_name,season,suspicious_reason,percent_players_67_to_71,percent_same_rating,highest_rated_player,highest_ovr,average_ovr,rating_spread,recommended_action
MIA,Miami Dolphins,1995,>=40% share one rating (74); compressed spread (4); no player >=80 (top 76),0,59.3,Pete Stoyanovich,76,73.7,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1996,>=40% share one rating (74),0,45.5,Zach Thomas,91,73.9,19,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1997,>=40% share one rating (74),0,70,Jason Taylor,93,74.4,21,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIA,Miami Dolphins,1998,>=40% share one rating (74),0,68.8,Jason Taylor,93,74.5,21,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1965,>=40% share one rating (74); compressed spread (10),0,46.5,Carl Eller,82,74,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1966,>=40% share one rating (74); compressed spread (10),0,57.4,Carl Eller,82,74.3,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1967,>=40% share one rating (74); compressed spread (5); no player >=80 (top 77),0,57.4,Fred Cox,77,73.9,5,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1968,>=40% share one rating (74); compressed spread (10),0,47.7,Carl Eller,82,74.4,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1969,>=40% share one rating (74); compressed spread (11),0,65.1,Carl Eller,83,74.4,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1970,>=40% share one rating (74); compressed spread (10),0,56.8,Bob Grim,82,74.7,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1971,>=40% share one rating (74); compressed spread (9),0,65.2,Karl Kassulke,81,74.2,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1972,>=40% share one rating (74); compressed spread (9),0,56.8,Alan Page,81,74.1,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1973,>=40% share one rating (74); compressed spread (9),0,66.7,Jeff Wright,81,74.1,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1974,>=40% share one rating (74); compressed spread (8),0,65.3,Paul Krause,81,74.3,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1975,>=40% share one rating (74); compressed spread (8),0,58.7,Alan Page,81,74.2,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1976,>=40% share one rating (74); compressed spread (4); no player >=80 (top 76),0,50,Fred Cox,76,73.7,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1978,>=40% share one rating (74); compressed spread (5); no player >=80 (top 77),0,52.2,Rick Danmeier,77,73.8,5,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1979,>=40% share one rating (74); compressed spread (4); no player >=80 (top 76),0,57.1,Rick Danmeier,76,73.7,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1980,>=40% share one rating (74); compressed spread (9),0,54.9,Kurt Knoff,81,74,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1981,>=40% share one rating (74); compressed spread (9),0,56.3,James White,81,74.2,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1982,>=40% share one rating (74); compressed spread (4); no player >=80 (top 76),0,49.1,Rick Danmeier,76,73.6,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1983,>=40% share one rating (74); compressed spread (9),0,60,Charlie Johnson,81,74,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1984,>=40% share one rating (74); compressed spread (9),0,60,Carl Lee,81,73.9,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1985,>=40% share one rating (74),0,58.3,Chris Doleman,92,74.2,20,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1986,>=40% share one rating (74),0,53.7,Chris Doleman,92,74,20,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1988,>=40% share one rating (74),0,44.2,Chris Doleman,92,74,20,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1991,>=40% share one rating (74),0,59.3,John Randle,93,74.8,21,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1992,>=40% share one rating (74),0,56.9,John Randle,93,74.6,21,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1994,>=40% share one rating (74),0,65.5,John Randle,93,74.3,21,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1995,>=40% share one rating (74),0,74.5,John Randle,93,74.2,21,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1996,>=40% share one rating (74),0,61.7,John Randle,93,74.1,21,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1997,>=40% share one rating (74),0,65,John Randle,93,74,21,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
MIN,Minnesota Vikings,1998,>=40% share one rating (74),0,66.7,John Randle,93,74.5,21,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NE,New England Patriots,1965,>=40% share one rating (74); compressed spread (11),0,46.3,Bob Dee,83,74.7,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NE,New England Patriots,1966,compressed spread (11),0,39.5,Bob Dee,83,75,11,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NE,New England Patriots,1967,>=40% share one rating (74); compressed spread (9),0,67.4,Art Graham,82,74.5,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NE,New England Patriots,1968,>=40% share one rating (74); compressed spread (10),0,40.8,Daryl Johnson,83,74.7,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
NE,New England Patriots,1969,>=40% share one rating (74); compressed spread (2); no player >=80 (top 75),0,65.2,Clarence Scott,75,74.2,2,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
